image,url,sections,page_path,published_at,title,updated_at,type,description,external_id,popularity,info,highlight,id,color_number,ColorValue,WarmCool,color_hex,color_name,Undertone,language,Family,Shade,Interior/Exterior,cdp,Color Collection,PrimaryColorFamily,Mood,Project,Style
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-087-calming-green-605-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/605/calming-green,"['Calming Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/605/calming-green,2024-07-30T18:48:29Z,Calming Green 605 | Benjamin Moore,2024-07-30T18:48:29Z,Color,"Buoyed by hints of blue, this spirited green has an easygoing charm.",63e7d7bfe4f95a8e8b55ed0d95eacda8aa71a67e,1,,"{'title': 'Calming <em>Green</em> 605 | Benjamin Moore', 'sections': 'Calming <em>Green</em>', 'description': 'Buoyed by hints of blue, this spirited <em>green</em> has an easygoing charm.', 'color_name': 'Calming <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;605&#x2F;calming-<em>green</em>', 'Family': '<em>Green</em>'}",6243013e196a6720e7895558,605,,,8AD7C5,Calming Green,,,Green,Light,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-080-malachy-green-419-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/419/malachy-green,"['Malachy Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/419/malachy-green,2024-07-30T21:52:50Z,Malachy Green 419 | Benjamin Moore,2024-07-30T21:52:50Z,Color,A yellow-green hue that captures the otherworldly intensity of a peridot gem.,dc954e412f1822728d2c046c7cf0f23730b487f8,1,,"{'title': 'Malachy <em>Green</em> 419 | Benjamin Moore', 'sections': 'Malachy <em>Green</em>', 'description': 'A yellow-<em>green</em> hue that captures the otherworldly intensity of a peridot gem.', 'color_name': 'Malachy <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;419&#x2F;malachy-<em>green</em>', 'Family': '<em>Green</em>'}",6243176a196a67484a8949b1,419,,,95CB54,Malachy Green,,,Green,Medium,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-081-leprechaun-green-557-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/557/leprechaun-green,"['Leprechaun Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/557/leprechaun-green,2024-07-30T20:40:15Z,Leprechaun Green 557 | Benjamin Moore,2024-07-03T16:48:52Z,Color,An electric shade of lime green that brings a playful jolt to any space.,53dece42487efb57a8abbc467b811ef3e51fc054,1,,"{'title': 'Leprechaun <em>Green</em> 557 | Benjamin Moore', 'sections': 'Leprechaun <em>Green</em>', 'description': 'An electric shade of lime <em>green</em> that brings a playful jolt to any space.', 'color_name': 'Leprechaun <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;557&#x2F;leprechaun-<em>green</em>', 'Family': '<em>Green</em>'}",6242eb7e28ccbc5439ddb1b6,557,,,A3D984,Leprechaun Green,,,Green,Medium,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-081-sullivan-green-560-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/560/sullivan-green,"['Sullivan Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/560/sullivan-green,2024-07-30T20:40:16Z,Sullivan Green 560 | Benjamin Moore,2024-07-30T20:40:15Z,Color,"Although bold, this classic clove green can also have an understated presence.",901d3782e6f93b9b8387d9c31bc41fcdba3b9d1d,1,,"{'title': 'Sullivan <em>Green</em> 560 | Benjamin Moore', 'sections': 'Sullivan <em>Green</em>', 'description': 'Although bold, this classic clove <em>green</em> can also have an understated presence.', 'color_name': 'Sullivan <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;560&#x2F;sullivan-<em>green</em>', 'Family': '<em>Green</em>'}",6242eb02196a67e5ad89566f,560,,,51A448,Sullivan Green,,,Green,Medium,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-100-nottingham-green-569-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/569/nottingham-green,"['Nottingham Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/569/nottingham-green,2024-07-30T13:38:25Z,Nottingham Green 569 | Benjamin Moore,2024-07-03T18:05:23Z,Color,"A touch of blue gives this light mint green a cool, leisurely feel.",462667b3593afbbe42613f2f28871db66edbdcad,1,,"{'title': 'Nottingham <em>Green</em> 569 | Benjamin Moore', 'sections': 'Nottingham <em>Green</em>', 'description': 'A touch of blue gives this light mint <em>green</em> a cool, leisurely feel.', 'color_name': 'Nottingham <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;569&#x2F;nottingham-<em>green</em>', 'Family': '<em>Green</em>'}",624266cc64441f2f710056fc,569,,,C5E9C8,Nottingham Green,,,Green,Light,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-199-green-tea-236-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/236/green-tea,"['Green Tea', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/236/green-tea,2024-07-30T13:31:32Z,Green Tea 236 | Benjamin Moore,2024-07-30T13:31:31Z,Color,A meditative greenish brown that captures the distinctive hue of dried tea leaves.,c427825359e0ad1b654fba2df745000c3bc5bfba,1,,"{'title': '<em>Green</em> Tea 236 | Benjamin Moore', 'sections': '<em>Green</em> Tea', 'description': 'A meditative <em>greenish</em> brown that captures the distinctive hue of dried tea leaves.', 'color_name': '<em>Green</em> Tea', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;236&#x2F;<em>green</em>-tea'}",6242be21196a677a7a8954ad,236,,,A28D66,Green Tea,,,Neutral,Medium,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-093-rosamilia-green-592-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/592/rosamilia-green,"['Rosamilia Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/592/rosamilia-green,2024-07-30T17:12:15Z,Rosamilia Green 592 | Benjamin Moore,2024-07-30T17:12:14Z,Color,An unreal shade of jade green that exhibits a sharp blue cast.,a56c97a49b45c3bbd91586d4164b68e708c608bd,1,,"{'title': 'Rosamilia <em>Green</em> 592 | Benjamin Moore', 'sections': 'Rosamilia <em>Green</em>', 'description': 'An unreal shade of jade <em>green</em> that exhibits a sharp blue cast.', 'color_name': 'Rosamilia <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;592&#x2F;rosamilia-<em>green</em>', 'Family': '<em>Green</em>'}",6243007864441f850d00398f,592,,,66BFA0,Rosamilia Green,,,Green,Medium,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/neutral-paint-195-cleveland-green-1525-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/1525/cleveland-green,"['Cleveland Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/1525/cleveland-green,2024-07-30T17:00:33Z,Cleveland Green 1525 | Benjamin Moore,2024-07-30T17:00:33Z,Color,"A warm mid-tone, this earthen hue features a gentle dose of green in its undertone.",82cb66e068d2c57ce656e43cf104280aae06bfdb,1,,"{'title': 'Cleveland <em>Green</em> 1525 | Benjamin Moore', 'sections': 'Cleveland <em>Green</em>', 'description': 'A warm mid-tone, this earthen hue features a gentle dose of <em>green</em> in its undertone.', 'color_name': 'Cleveland <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;1525&#x2F;cleveland-<em>green</em>'}",6242f24228ccbc31b5dd9921,1525,,,8E8163,Cleveland Green,,,Neutral,Medium,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-111-lido-green-617-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/617/lido-green,"['Lido Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/617/lido-green,2024-07-30T20:43:51Z,Lido Green 617 | Benjamin Moore,2024-07-30T20:43:51Z,Color,"Delicately colored and shaded, this blue-green exudes an air of tranquility.",8c188b125edd200b25332afe66880530a50e9676,1,,"{'title': 'Lido <em>Green</em> 617 | Benjamin Moore', 'sections': 'Lido <em>Green</em>', 'description': 'Delicately colored and shaded, this blue-<em>green</em> exudes an air of tranquility.', 'color_name': 'Lido <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;617&#x2F;lido-<em>green</em>', 'Family': '<em>Green</em>'}",6242db7964441f1133004c82,617,,,D3E9DC,Lido Green,,,Green,Light,"['Interior', 'Exterior']",true,Benjamin Moore Classics&reg;,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-107-gi-green-2149-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2149-20/gi-green,"['G.I. Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2149-20/gi-green,2024-07-21T19:53:46Z,G.I. Green 2149-20 | Benjamin Moore,2024-07-21T19:53:46Z,Color,A dark olive green with a touch of yellow.,4992b6be76c1165e39ad01f9df194c8298cb2428,1,,"{'title': 'G.I. <em>Green</em> 2149-20 | Benjamin Moore', 'sections': 'G.I. <em>Green</em>', 'description': 'A dark olive <em>green</em> with a touch of yellow.', 'color_name': 'G.I. <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2149-20&#x2F;gi-<em>green</em>'}",6242bb1b64441f221e004fa8,2149-20,Medium,Warm,958649,G.I. Green,Yellow,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-072-willow-green-2150-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2150-10/willow-green,"['Willow Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2150-10/willow-green,2024-07-21T19:57:28Z,Willow Green 2150-10 | Benjamin Moore,2024-07-21T19:57:27Z,Color,A dark pea green radiating with golden undertones.,8684421e89518be3a2718440c64a9e6c13f8a858,1,,"{'title': 'Willow <em>Green</em> 2150-10 | Benjamin Moore', 'sections': 'Willow <em>Green</em>', 'description': 'A dark pea <em>green</em> radiating with golden undertones.', 'color_name': 'Willow <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2150-10&#x2F;willow-<em>green</em>'}",6242703028ccbca720ddbfe5,2150-10,Medium,Warm,9F8C3F,Willow Green,Yellow,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-107-newt-green-2149-10-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2149-10/newt-green,"['Newt Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2149-10/newt-green,2024-07-21T19:52:52Z,Newt Green 2149-10 | Benjamin Moore,2024-07-21T19:52:51Z,Color,"A lush, earthy green with golden brown undertones.",f10512656e85a21de33b62af1d0361172e321a1a,1,,"{'title': 'Newt <em>Green</em> 2149-10 | Benjamin Moore', 'sections': 'Newt <em>Green</em>', 'description': 'A lush, earthy <em>green</em> with golden brown undertones.', 'color_name': 'Newt <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2149-10&#x2F;newt-<em>green</em>'}",62425d8364441f2f71003e02,2149-10,Dark,Warm,8B7D43,Newt Green,Yellow,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-124-minty-green-2042-70-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2042-70/minty-green,"['Minty Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2042-70/minty-green,2024-07-21T20:48:22Z,Minty Green 2042-70 | Benjamin Moore,2024-07-21T20:48:21Z,Color,Bright blue-green tones shine through in this pastel hue.,59ef8f253095ef344ab0011aa6b4075e4c92c7d7,1,,"{'title': 'Minty <em>Green</em> 2042-70 | Benjamin Moore', 'sections': 'Minty <em>Green</em>', 'description': 'Bright blue-<em>green</em> tones shine through in this pastel hue.', 'color_name': 'Minty <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2042-70&#x2F;minty-<em>green</em>'}",6242cd5ee7b9d2ca700f4e29,2042-70,Light,Cool,D8F5EC,Minty Green,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-089-salisbury-green-HC-139-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/hc-139/salisbury-green,"['Salisbury Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/hc-139/salisbury-green,2024-07-21T20:52:06Z,Salisbury Green HC-139 | Benjamin Moore,2024-07-21T20:52:05Z,Color,A muted blue-green with prominent gray tones.,351b301b1b9bbb6d3fa871218af2b0d1216dd0a2,1,,"{'title': 'Salisbury <em>Green</em> HC-139 | Benjamin Moore', 'sections': 'Salisbury <em>Green</em>', 'description': 'A muted blue-<em>green</em> with prominent gray tones.', 'color_name': 'Salisbury <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;hc-139&#x2F;salisbury-<em>green</em>'}",6242934864441f8f52005bbb,HC-139,Medium,Cool,B0BAA4,Salisbury Green,,,,,,,,,,,
https://media.benjaminmoore.com/WebServices/prod/cdp/836x1045/green-paint-124-reef-green-2042-20-rgb.jpg,https://www.benjaminmoore.com/en-us/paint-colors/color/2042-20/reef-green,"['Reef Green', 'Matching Colors', 'Different Shades', 'Similar Colors', 'Color By Family']",/en-us/paint-colors/color/2042-20/reef-green,2024-07-21T20:49:13Z,Reef Green 2042-20 | Benjamin Moore,2024-07-21T20:49:12Z,Color,"Brightly colored, this dark green has unexpected incandescence.",8e84e9bd4485d26d6956696a61ec3ce7b3fc151d,1,,"{'title': 'Reef <em>Green</em> 2042-20 | Benjamin Moore', 'sections': 'Reef <em>Green</em>', 'description': 'Brightly colored, this dark <em>green</em> has unexpected incandescence.', 'color_name': 'Reef <em>Green</em>', 'page_path': '&#x2F;en-us&#x2F;paint-colors&#x2F;color&#x2F;2042-20&#x2F;reef-<em>green</em>'}",6242cde164441f2a1900442a,2042-20,Dark,Cool,007E5D,Reef Green,,,,,,,,,,,
